content,annotation/0/label/0,annotation/0/notes,annotation/0/points/0/x,annotation/0/points/0/y,annotation/0/points/1/x,annotation/0/points/1/y,annotation/0/imageWidth,annotation/0/imageHeight,annotation/1/label/0,annotation/1/notes,annotation/1/points/0/x,annotation/1/points/0/y,annotation/1/points/1/x,annotation/1/points/1/y,annotation/1/imageWidth,annotation/1/imageHeight,extras,annotation/2/label/0,annotation/2/notes,annotation/2/points/0/x,annotation/2/points/0/y,annotation/2/points/1/x,annotation/2/points/1/y,annotation/2/imageWidth,annotation/2/imageHeight,annotation/3/label/0,annotation/3/notes,annotation/3/points/0/x,annotation/3/points/0/y,annotation/3/points/1/x,annotation/3/points/1/y,annotation/3/imageWidth,annotation/3/imageHeight,annotation/4/label/0,annotation/4/notes,annotation/4/points/0/x,annotation/4/points/0/y,annotation/4/points/1/x,annotation/4/points/1/y,annotation/4/imageWidth,annotation/4/imageHeight,annotation/5/label/0,annotation/5/notes,annotation/5/points/0/x,annotation/5/points/0/y,annotation/5/points/1/x,annotation/5/points/1/y,annotation/5/imageWidth,annotation/5/imageHeight,annotation/6/label/0,annotation/6/notes,annotation/6/points/0/x,annotation/6/points/0/y,annotation/6/points/1/x,annotation/6/points/1/y,annotation/6/imageWidth,annotation/6/imageHeight,annotation/7/label/0,annotation/7/notes,annotation/7/points/0/x,annotation/7/points/0/y,annotation/7/points/1/x,annotation/7/points/1/y,annotation/7/imageWidth,annotation/7/imageHeight,annotation/8/label/0,annotation/8/notes,annotation/8/points/0/x,annotation/8/points/0/y,annotation/8/points/1/x,annotation/8/points/1/y,annotation/8/imageWidth,annotation/8/imageHeight,annotation/9/label/0,annotation/9/notes,annotation/9/points/0/x,annotation/9/points/0/y,annotation/9/points/1/x,annotation/9/points/1/y,annotation/9/imageWidth,annotation/9/imageHeight,annotation/10/label/0,annotation/10/notes,annotation/10/points/0/x,annotation/10/points/0/y,annotation/10/points/1/x,annotation/10/points/1/y,annotation/10/imageWidth,annotation/10/imageHeight,annotation/11/label/0,annotation/11/notes,annotation/11/points/0/x,annotation/11/points/0/y,annotation/11/points/1/x,annotation/11/points/1/y,annotation/11/imageWidth,annotation/11/imageHeight,annotation/12/label/0,annotation/12/notes,annotation/12/points/0/x,annotation/12/points/0/y,annotation/12/points/1/x,annotation/12/points/1/y,annotation/12/imageWidth,annotation/12/imageHeight,annotation/13/label/0,annotation/13/notes,annotation/13/points/0/x,annotation/13/points/0/y,annotation/13/points/1/x,annotation/13/points/1/y,annotation/13/imageWidth,annotation/13/imageHeight,annotation/14/label/0,annotation/14/notes,annotation/14/points/0/x,annotation/14/points/0/y,annotation/14/points/1/x,annotation/14/points/1/y,annotation/14/imageWidth,annotation/14/imageHeight,annotation/15/label/0,annotation/15/notes,annotation/15/points/0/x,annotation/15/points/0/y,annotation/15/points/1/x,annotation/15/points/1/y,annotation/15/imageWidth,annotation/15/imageHeight
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5f88bf16-d47d-4770-ac15-194ad0a97146___family-photo.jpg.jpeg,Face,,0.267318663406683,0.21638141809290953,0.41157294213528933,0.5599022004889975,2716,1810,Face,,0.4392828035859821,0.3019559902200489,0.5403422982885085,0.5220048899755502,2716,1810,,Face,,0.5378973105134475,0.2078239608801956,0.6462917685411573,0.44987775061124696,2716,1810,Face,,0.6577017114914425,0.28117359413202936,0.8378158109209454,0.6198044009779952,2716,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df2aad7d-bab8-44ba-b632-e5aac3a86a7a___family-watching-movie-2.jpg.jpeg,Face,,0.2689873417721519,0.20569620253164558,0.3649789029535865,0.370253164556962,948,632,Face,,0.4430379746835443,0.1661392405063291,0.5643459915611815,0.35917721518987344,948,632,,Face,,0.6508438818565401,0.46360759493670883,0.740506329113924,0.5901898734177216,948,632,Face,,0.8006329113924051,0.3670886075949367,0.8924050632911392,0.509493670886076,948,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/23b9a6e9-4e4d-47b9-be65-175bbf569df4___famous-1297790597.jpg.jpeg,Face,,0.12075471698113208,0.09904153354632587,0.3905660377358491,0.6517571884984026,530,313,Face,,0.6622641509433962,0.0670926517571885,0.8849056603773585,0.6006389776357828,530,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/1100b15e-e170-42ac-9946-d0525d1133b4___famous-gun-scenes-from-movies-replaced-with-thumb-1-8634-1363384648-10_big.jpg.jpeg,Face,,0.4197183098591549,0.2966101694915254,0.5830985915492958,0.5466101694915254,355,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/9e932dec-3a49-49fb-944a-afaa7d221e1e___famous-movie-scene-locations-as-seen-through-google-street-view.jpg.jpeg,Face,,0.42145178764897073,0.13852813852813853,0.4875406283856988,0.24963924963924963,1265,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/57ec4a49-3e44-452b-af0d-bb035f25c587___fast-furious-7.jpg.jpeg,Face,,0.10640495867768596,0.22641509433962265,0.2024793388429752,0.32358490566037734,1000,1096,Face,,0.265495867768595,0.23773584905660378,0.35020661157024796,0.3283018867924528,1000,1096,,Face,,0.53099173553719,0.2358490566037736,0.612603305785124,0.35,1000,1096,Face,,0.7479338842975206,0.2339622641509434,0.8171487603305785,0.3320754716981132,1000,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3777c984-e908-402e-8e0f-d2023f79b78c___fcs-medium-familyservices-660x396.jpg.jpeg,Face,,0.21212121212121213,0.29545454545454547,0.31363636363636366,0.43434343434343436,660,396,Face,,0.3484848484848485,0.24242424242424243,0.47575757575757577,0.45202020202020204,660,396,,Face,,0.4818181818181818,0.2878787878787879,0.5909090909090909,0.4671717171717172,660,396,Face,,0.656060606060606,0.351010101010101,0.7621212121212121,0.5025252525252525,660,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e98223de-f7c5-4333-8f69-2e1384b7bcca___Fi-M-Top10-Character-Introduction-Scenes-in-Movies-720p30_480.jpg.jpeg,Face,,0.30416666666666664,0.11851851851851852,0.6791666666666667,0.8222222222222222,480,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/761fbedb-d399-4026-983a-31598902fa8b___Fi-M-Top10-Oral-Sex-Scenes-In-Movies-720p30_180.jpg.jpeg,Face,,0.459375,0.18888888888888888,0.59375,0.40555555555555556,320,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e02a8c74-ef2a-4177-aabd-8323c59eff53___Fi-M-Top10-Serious-Animal-Attack-Scenes-in-Movies-720p30202_480.jpg.jpeg,Face,,0.03333333333333333,0.2760942760942761,0.41875,0.797979797979798,480,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/82a55b26-f56b-4ada-85a2-e9c8fa91dfd0___Fotolia_56359700_Subscription_Monthly_M.jpg.jpeg,Face,,0.26543878656554715,0.20650406504065041,0.4106175514626219,0.45691056910569106,1688,1125,Face,,0.42145178764897073,0.23902439024390243,0.5362946912242686,0.42276422764227645,1688,1125,,Face,,0.352112676056338,0.5333333333333333,0.4561213434452871,0.7463414634146341,1688,1125,Face,,0.5189599133261105,0.6211382113821138,0.6803900325027086,0.8699186991869918,1688,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/75b81f28-b110-4c84-bf7c-0a248330055b___FSP-family-555x370x55.jpg.jpeg,Face,,0.5171171171171172,0.34324324324324323,0.590990990990991,0.43513513513513513,555,370,Face,,0.1891891891891892,0.05675675675675676,0.25585585585585585,0.15405405405405406,555,370,,Face,,0.4072072072072072,0.2648648648648649,0.4756756756756757,0.35135135135135137,555,370,Face,,0.745945945945946,0.35135135135135137,0.8162162162162162,0.4486486486486487,555,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f18f7c01-6ac3-4086-81e9-e79693adc17b___FTP-12.jpg.jpeg,Face,,0.5989010989010989,0.026119402985074626,0.8186813186813187,0.1828358208955224,182,268,Face,,0.17032967032967034,0.19029850746268656,0.3956043956043956,0.31716417910447764,182,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4a6aaba7-1873-4897-ba9f-269fc0f0acbf___funny-Deadpool-movie-Ryan-Reynolds-scene.jpg.jpeg,Face,,0.08703703703703704,0.10207612456747404,0.3851851851851852,0.3235294117647059,540,578,Face,,0.6518518518518519,0.04498269896193772,0.8481481481481481,0.27335640138408307,540,578,,Face,,0.12222222222222222,0.5986159169550173,0.29074074074074074,0.7854671280276817,540,578,Face,,0.6777777777777778,0.5501730103806228,0.8796296296296297,0.7768166089965398,540,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/16cf7fba-291b-44e0-86a7-cc757998e0a0___funny-Donnie-Darko-movie-scene.jpg.jpeg,Face,,0.5925925925925926,0.02466091245376079,0.8703703703703703,0.2638717632552404,540,811,Face,,0.15925925925925927,0.35018495684340323,0.36666666666666664,0.499383477188656,540,811,,Face,,0.562962962962963,0.43403205918618987,0.7518518518518519,0.5672009864364982,540,811,Face,,0.24074074074074073,0.6942046855733662,0.4222222222222222,0.8581997533908755,540,811,Face,,0.5462962962962963,0.7731196054254007,0.7518518518518519,0.8976572133168927,540,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/102643a3-a7d8-4247-8153-92d5465c72f1___funnyfilmsjpg-6e42eba11da2fa5a.jpg.png,Face,,0.27741935483870966,0.2159383033419023,0.4290322580645161,0.4524421593830334,620,389,Face,,0.11612903225806452,0.31876606683804626,0.22580645161290322,0.5038560411311054,620,389,,Face,,0.4774193548387097,0.3161953727506427,0.5806451612903226,0.5192802056555269,620,389,Face,,0.8096774193548387,0.7275064267352185,0.8870967741935484,0.8508997429305912,620,389,Face,,0.8274193548387097,0.37275064267352187,0.896774193548387,0.4781491002570694,620,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a7cb958c-702c-438f-b1fd-020788520d08___funny-people.jpg.jpeg,Face,,0.5373781148429035,0.09577922077922078,0.5926327193932828,0.19967532467532467,1024,683,Face,,0.22318526543878656,0.4772727272727273,0.27085590465872156,0.5941558441558441,1024,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c816fe11-166c-400b-9e16-2c4a0a2a7594___Funny-Scenes-From-The-Movie-white-chicks-29349273-420-700.jpg.jpeg,Face,,0.3619047619047619,0.07,0.6880952380952381,0.26,420,700,Face,,0.29523809523809524,0.73,0.5285714285714286,0.9028571428571428,420,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3c04f63c-5dab-4139-bc54-1b2c47828454___funny-Will-Smith-movie-scene.jpg.jpeg,Face,,0.332,0.07142857142857142,0.624,0.3877551020408163,500,588,Face,,0.406,0.5204081632653061,0.74,0.8605442176870748,500,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0a60979d-7263-4ca7-b54d-ac02b18774e0___Funny-woman-in-a-movie-scene-picture-with-sub.jpg.jpeg,Face,,0.10825688073394496,0.13858267716535433,0.27522935779816515,0.3165354330708661,545,635,Face,,0.25504587155963304,0.09291338582677165,0.4055045871559633,0.25354330708661416,545,635,,Face,,0.781651376146789,0.08661417322834646,0.9376146788990826,0.3354330708661417,545,635,Face,,0.5559633027522936,0.5480314960629922,0.7779816513761468,0.7779527559055118,545,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/25c01e48-5f32-41aa-9f8d-9bfcaf46d189___GB.jpg.jpeg,Face,,0.14583333333333334,0.05592105263157895,0.4513888888888889,0.5592105263157895,432,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/fc8af2c0-1f24-49fa-b70f-b797d4d69518___Generational-Sins.jpg.jpeg,Face,,0.518595041322314,0.17463235294117646,0.6911157024793388,0.4724264705882353,1777,999,Face,,0.3119834710743802,0.2261029411764706,0.4318181818181818,0.42830882352941174,1777,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/592b7b5d-a87e-442e-8054-611950f3ef50___GettyImages-973687124-640x480.jpg.jpeg,Face,,0.1828125,0.30625,0.25625,0.40625,640,480,Face,,0.4078125,0.3416666666666667,0.471875,0.425,640,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4c4456a0-cc43-4436-b570-b984ec612efb___ghostprotocol.jpg.jpeg,Face,,0.04923076923076923,0.30625,0.31076923076923074,0.8625,650,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f84ff2d3-d7d7-492d-a90e-41e46090b234___gn-gift_guide_variable_c.jpg.jpeg,Face,,0.3358613217768147,0.19064124783362218,0.4593716143011918,0.45753899480069327,970,606,Face,,0.866738894907909,0.1438474870017331,0.9848320693391116,0.4696707105719237,970,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2b5ef563-33ff-445b-ba63-2e4bd9131f95___goonies3.jpg.jpeg,Face,,0.3104166666666667,0.0670926517571885,0.475,0.4472843450479233,480,313,Face,,0.5979166666666667,0.18849840255591055,0.7833333333333333,0.4984025559105431,480,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/943d3443-3fe1-4c7e-a33a-3e77e663fa9d___halle-xmen.jpg.jpeg,Face,,0.27193932827735645,0.23414634146341465,0.35969664138678226,0.44552845528455287,2000,1333,Face,,0.5167930660888408,0.23252032520325203,0.5752979414951246,0.44552845528455287,2000,1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5d34c9a0-49b2-4701-8145-67aacd66e103___HanSolo.jpg.jpeg,Face,,0.40483870967741936,0.1606060606060606,0.5435483870967742,0.46060606060606063,620,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/614e5bce-71f3-471f-86bc-ed71c4028632___Harris-Family-2015.jpg.jpeg,Face,,0.12913223140495866,0.4744186046511628,0.22520661157024793,0.5922480620155038,5616,3744,Face,,0.3109504132231405,0.3426356589147287,0.42458677685950413,0.5054263565891473,5616,3744,,Face,,0.45144628099173556,0.23875968992248062,0.5227272727272727,0.3751937984496124,5616,3744,Face,,0.5537190082644629,0.30387596899224806,0.6177685950413223,0.4387596899224806,5616,3744,Face,,0.7066115702479339,0.29457364341085274,0.7716942148760331,0.3984496124031008,5616,3744,Face,,0.8171487603305785,0.4604651162790698,0.8925619834710744,0.5968992248062015,5616,3744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e8ad60af-b305-4da0-9c39-0046f79256c3___hbz-best-british-movies-00-index-1498493471.jpg.jpeg,Face,,0.053,0.066,0.172,0.332,1000,500,Face,,0.18,0.04,0.272,0.278,1000,500,,Face,,0.417,0.066,0.562,0.364,1000,500,Face,,0.676,0.1,0.761,0.312,1000,500,Face,,0.905,0.058,0.999,0.332,1000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/63c1e382-cd76-4846-9aab-0a88acb16890___Healthy-Families-landing3.jpg.jpeg,Face,,0.09680851063829787,0.15,0.30106382978723406,0.6066666666666667,940,600,Face,,0.3170212765957447,0.10833333333333334,0.5138297872340426,0.4816666666666667,940,600,,Face,,0.5351063829787234,0.225,0.6734042553191489,0.5183333333333333,940,600,Face,,0.6957446808510638,0.27,0.8712765957446809,0.5966666666666667,940,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7e66b222-d2d6-49fc-b3f5-65fb75b33451___hero-31603-new.jpg.jpeg,Face,,0.178125,0.1,0.28125,0.3892857142857143,640,280,Face,,0.34375,0.44642857142857145,0.4140625,0.6214285714285714,640,280,,Face,,0.5234375,0.02857142857142857,0.609375,0.225,640,280,Face,,0.6484375,0.3142857142857143,0.7109375,0.5392857142857143,640,280,Face,,0.790625,0.060714285714285714,0.85625,0.2642857142857143,640,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5617d2ef-2af7-45b5-b0d5-30c56529a0eb___hollywood-english-movie-2016_orig.jpg.jpeg,Face,,0.53125,0.1527777777777778,0.7520833333333333,0.575,480,360,Face,,0.7354166666666667,0.4722222222222222,0.8833333333333333,0.6638888888888889,480,360,,Face,,0.6645833333333333,0.5888888888888889,0.73125,0.675,480,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/41d18d64-f960-4d62-b0ce-d77e64487712___horror-movies-2017-best-horror-movies-2017-stephen-king-IT-.jpg.jpeg,Face,,0.5698808234019501,0.203579418344519,0.6435536294691224,0.39373601789709173,950,460,Face,,0.7638136511375948,0.2751677852348993,0.847237269772481,0.5033557046979866,950,460,,Face,,0.7020585048754063,0.2080536912751678,0.7659804983748646,0.3422818791946309,950,460,Face,,0.4712892741061755,0.09395973154362416,0.5384615384615384,0.24384787472035793,950,460,Face,,0.28710725893824485,0.07158836689038031,0.37919826652221017,0.2662192393736018,950,460,Face,,0.16901408450704225,0.21923937360178972,0.2524377031419285,0.3713646532438479,950,460,Face,,0.11159263271939328,0.2751677852348993,0.1820151679306609,0.4161073825503356,950,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/49073390-3b16-4da2-8cfe-7c7ff6bfa3e7___hostel-movie.jpg.jpeg,Face,,0.14,0.33448275862068966,0.326,0.6448275862068965,500,290,Face,,0.622,0.027586206896551724,0.808,0.32068965517241377,500,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7be9b014-0940-412e-bc83-5384f39f6522___how-to-help-families-separated-at-borders-homepage-1280x720.jpg.jpeg,Face,,0.6539256198347108,0.15625,0.878099173553719,0.4963235294117647,1280,720,Face,,0.4772727272727273,0.5441176470588235,0.6053719008264463,0.7738970588235294,1280,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f26cc16b-82d1-485b-bb4a-d89992dc0048___how-we-help-families-575x385.jpg.jpeg,Face,,0.11130434782608696,0.13766233766233765,0.3008695652173913,0.561038961038961,575,385,Face,,0.33043478260869563,0.16103896103896104,0.5008695652173913,0.6441558441558441,575,385,,Face,,0.5234782608695652,0.2649350649350649,0.7478260869565218,0.6909090909090909,575,385,Face,,0.7008695652173913,0.21298701298701297,0.9495652173913044,0.6467532467532467,575,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3f784dad-c4fb-4fcc-bd81-8c041796297d___hqdefault.jpg.jpeg,Face,,0.19791666666666666,0.33611111111111114,0.35833333333333334,0.6583333333333333,480,360,Face,,0.5833333333333334,0.35,0.6854166666666667,0.48333333333333334,480,360,,Face,,0.8125,0.35,0.9229166666666667,0.5027777777777778,480,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
